accidentid,date,year,time,junction,severity,primaryvehicletype,probablecause,weathercondition,injuredcount,fatalitycount,vehiclesinvolved,policecaseregistered,data_source,is_simulated
NGP-00188,2020-12-21,2020,19:04,Lokmat Square,Minor,Bus,Drunk Driving,Rainy,0,0,4,Yes,SIMULATED,True
NGP-00191,2020-12-22,2020,07:08,Sakkardara Square,Minor,Motorcycle,Lane Violation,Clear,1,0,2,Yes,SIMULATED,True
NGP-00190,2020-12-22,2020,08:25,LIC Chowk,Minor,Pedestrian-involved,Brake Failure,Rainy,1,0,2,Yes,SIMULATED,True
NGP-00189,2020-12-22,2020,19:12,Hingna Chowk,Minor,Auto-Rickshaw,Wrong-side Driving,Clear,1,0,3,Yes,SIMULATED,True
NGP-00192,2020-12-23,2020,13:06,Laxmi Nagar Square,Moderate,Truck,Brake Failure,Clear,1,0,1,Yes,SIMULATED,True
NGP-00193,2020-12-24,2020,13:10,Indora Chowk,Moderate,Car,Poor Visibility (Fog/Rain),Clear,2,0,1,Yes,SIMULATED,True
NGP-00195,2020-12-25,2020,07:19,Kasturchand Park Square,Minor,Car,Distracted Driving,Clear,1,0,3,Yes,SIMULATED,True
NGP-00194,2020-12-25,2020,08:43,Ajit Bakery Square,Moderate,Motorcycle,Signal Jumping,Hot/Humid,2,0,2,No,SIMULATED,True
NGP-00196,2020-12-25,2020,18:40,Medical Chowk,Severe,Motorcycle,Pedestrian Crossing Violation,Clear,2,0,2,Yes,SIMULATED,True
NGP-00197,2020-12-25,2020,19:55,Variety Square,Minor,Motorcycle,Pothole/Road Defect,Clear,0,0,1,Yes,SIMULATED,True
NGP-00198,2021-01-02,2021,07:53,Itwari,Severe,Truck,Distracted Driving,Rainy,4,0,4,Yes,SIMULATED,True
NGP-00199,2021-01-08,2021,08:26,RBI Chowk,Moderate,Auto-Rickshaw,Wrong-side Driving,Overcast,3,0,2,Yes,SIMULATED,True
NGP-00200,2021-01-10,2021,21:11,Vaishnodevi Chowk,Moderate,Pedestrian-involved,Distracted Driving,Rainy,2,0,2,Yes,SIMULATED,True
NGP-00201,2021-01-16,2021,16:43,Kachipura Square,Severe,Truck,Pedestrian Crossing Violation,Clear,3,0,4,Yes,SIMULATED,True
NGP-00202,2021-01-18,2021,17:46,Kamptee Chowk,Moderate,Pedestrian-involved,Poor Visibility (Fog/Rain),Clear,3,0,2,Yes,SIMULATED,True
NGP-00203,2021-01-19,2021,23:02,Alankar Square,Moderate,Motorcycle,Drunk Driving,Rainy,2,0,2,Yes,SIMULATED,True
NGP-00204,2021-01-21,2021,19:28,Golibar Chowk,Minor,Motorcycle,Brake Failure,Clear,0,0,2,Yes,SIMULATED,True
NGP-00205,2021-01-22,2021,15:32,Alankar Square,Minor,Motorcycle,Distracted Driving,Overcast,1,0,4,Yes,SIMULATED,True
NGP-00207,2021-01-24,2021,13:31,Pratap Nagar Chowk,Severe,Car,Distracted Driving,Clear,2,0,1,Yes,SIMULATED,True
NGP-00206,2021-01-24,2021,17:18,Cotton Market Chowk,Minor,Bicycle,Overspeeding,Rainy,1,0,3,Yes,SIMULATED,True
NGP-00208,2021-01-25,2021,05:40,Ajit Bakery Square,Moderate,Car,Pothole/Road Defect,Rainy,1,0,4,Yes,SIMULATED,True
NGP-00210,2021-01-27,2021,15:33,Dighori Chowk,Moderate,Pedestrian-involved,Pothole/Road Defect,Rainy,1,0,1,Yes,SIMULATED,True
NGP-00209,2021-01-27,2021,18:35,Automotive Square,Minor,Car,Poor Visibility (Fog/Rain),Clear,1,0,1,Yes,SIMULATED,True
NGP-00211,2021-02-02,2021,09:38,Ajit Bakery Square,Severe,Motorcycle,Brake Failure,Overcast,2,0,1,Yes,SIMULATED,True
NGP-00212,2021-02-02,2021,21:49,Dighori Chowk,Minor,Motorcycle,Brake Failure,Rainy,1,0,3,Yes,SIMULATED,True
NGP-00213,2021-02-03,2021,23:39,Variety Square,Minor,Pedestrian-involved,Distracted Driving,Clear,0,0,3,Yes,SIMULATED,True
NGP-00214,2021-02-04,2021,11:05,Variety Square,Minor,Car,Signal Jumping,Clear,0,0,4,Yes,SIMULATED,True
NGP-00215,2021-02-05,2021,12:21,Chhatrapati Square,Fatal,Motorcycle,Drunk Driving,Rainy,2,1,2,Yes,SIMULATED,True
NGP-00216,2021-02-05,2021,18:59,Itwari,Fatal,Motorcycle,Poor Visibility (Fog/Rain),Overcast,3,2,3,Yes,SIMULATED,True
NGP-00217,2021-02-07,2021,13:38,Variety Square,Moderate,Motorcycle,Poor Visibility (Fog/Rain),Clear,1,0,2,Yes,SIMULATED,True
NGP-00218,2021-02-08,2021,10:32,Kachipura Square,Severe,Bus,Poor Visibility (Fog/Rain),Rainy,5,0,2,Yes,SIMULATED,True
NGP-00219,2021-02-08,2021,17:21,Medical Chowk,Minor,Bus,Distracted Driving,Overcast,1,0,4,Yes,SIMULATED,True
NGP-00220,2021-02-09,2021,13:33,Lokmat Square,Moderate,Truck,Signal Jumping,Clear,3,0,2,Yes,SIMULATED,True
NGP-00221,2021-02-10,2021,15:43,Cotton Market Chowk,Severe,Car,Pedestrian Crossing Violation,Clear,5,0,2,No,SIMULATED,True
NGP-00222,2021-02-12,2021,09:27,LAD Square,Minor,Motorcycle,Signal Jumping,Clear,1,0,2,No,SIMULATED,True
NGP-00226,2021-02-16,2021,06:26,Sakkardara Square,Minor,Car,Pothole/Road Defect,Overcast,0,0,4,Yes,SIMULATED,True
NGP-00225,2021-02-16,2021,11:16,Manewada Chowk,Minor,Car,Overspeeding,Rainy,1,0,1,Yes,SIMULATED,True
NGP-00223,2021-02-16,2021,16:01,Chhatrapati Square,Minor,Motorcycle,Pedestrian Crossing Violation,Clear,0,0,1,Yes,SIMULATED,True
NGP-00224,2021-02-16,2021,19:47,Kamptee Chowk,Severe,Motorcycle,Poor Visibility (Fog/Rain),Rainy,4,0,4,No,SIMULATED,True
NGP-00227,2021-02-18,2021,07:16,Indora Chowk,Minor,Bus,Distracted Driving,Foggy,1,0,2,Yes,SIMULATED,True
NGP-00228,2021-02-19,2021,14:08,Pratap Nagar Chowk,Minor,Motorcycle,Lane Violation,Overcast,0,0,4,Yes,SIMULATED,True
NGP-00229,2021-02-19,2021,15:35,Variety Square,Minor,Motorcycle,Wrong-side Driving,Hot/Humid,1,0,1,No,SIMULATED,True
NGP-00230,2021-02-20,2021,18:46,Variety Square,Severe,Bicycle,Lane Violation,Overcast,2,0,2,Yes,SIMULATED,True
NGP-00231,2021-02-21,2021,11:33,RBI Chowk,Minor,Motorcycle,Signal Jumping,Clear,1,0,4,Yes,SIMULATED,True
NGP-00233,2021-02-24,2021,18:37,Lokmat Square,Minor,Motorcycle,Pothole/Road Defect,Rainy,0,0,4,Yes,SIMULATED,True
NGP-00232,2021-02-24,2021,19:36,Katol Road Chowk,Minor,Car,Pothole/Road Defect,Clear,0,0,3,Yes,SIMULATED,True
NGP-00235,2021-02-26,2021,08:00,Chhatrapati Square,Severe,Motorcycle,Wrong-side Driving,Clear,2,0,3,Yes,SIMULATED,True
NGP-00234,2021-02-26,2021,16:19,Ajit Bakery Square,Severe,Car,Drunk Driving,Hot/Humid,4,0,1,Yes,SIMULATED,True
NGP-00236,2021-02-28,2021,18:09,Manewada Chowk,Moderate,Truck,Signal Jumping,Foggy,2,0,2,Yes,SIMULATED,True
NGP-00237,2021-03-03,2021,16:47,LIC Chowk,Minor,Auto-Rickshaw,Brake Failure,Foggy,0,0,4,Yes,SIMULATED,True
NGP-00238,2021-03-08,2021,05:51,Chhatrapati Square,Moderate,Auto-Rickshaw,Distracted Driving,Clear,3,0,2,Yes,SIMULATED,True
NGP-00239,2021-03-10,2021,08:34,Abhyankar Nagar Square,Moderate,Car,Poor Visibility (Fog/Rain),Clear,1,0,3,Yes,SIMULATED,True
NGP-00240,2021-03-16,2021,00:11,Gaddi Godam Chowk,Minor,Truck,Drunk Driving,Rainy,1,0,2,Yes,SIMULATED,True
NGP-00241,2021-03-18,2021,13:30,Itwari,Severe,Auto-Rickshaw,Lane Violation,Foggy,5,0,3,Yes,SIMULATED,True
NGP-00242,2021-03-21,2021,07:54,Bardi Chowk,Moderate,Car,Distracted Driving,Clear,1,0,1,Yes,SIMULATED,True
NGP-00243,2021-03-21,2021,17:54,Jhansi Rani Square,Minor,Motorcycle,Drunk Driving,Clear,1,0,1,Yes,SIMULATED,True
NGP-00245,2021-03-24,2021,10:57,Automotive Square,Minor,Auto-Rickshaw,Brake Failure,Foggy,1,0,2,Yes,SIMULATED,True
NGP-00244,2021-03-24,2021,18:08,Automotive Square,Moderate,Truck,Pedestrian Crossing Violation,Clear,1,0,3,No,SIMULATED,True
NGP-00246,2021-03-29,2021,21:05,Lokmat Square,Minor,Car,Poor Visibility (Fog/Rain),Hot/Humid,1,0,4,Yes,SIMULATED,True
NGP-00248,2021-03-31,2021,09:34,LIC Chowk,Minor,Pedestrian-involved,Pothole/Road Defect,Foggy,0,0,2,No,SIMULATED,True
NGP-00247,2021-03-31,2021,19:50,Kamptee Chowk,Moderate,Car,Wrong-side Driving,Rainy,1,0,3,Yes,SIMULATED,True
NGP-00249,2021-04-03,2021,13:09,Sakkardara Square,Fatal,Truck,Signal Jumping,Hot/Humid,2,2,1,Yes,SIMULATED,True
NGP-00250,2021-04-19,2021,11:18,LIC Chowk,Minor,Truck,Distracted Driving,Rainy,0,0,3,Yes,SIMULATED,True
NGP-00251,2021-04-21,2021,08:46,Shankar Nagar Square,Moderate,Truck,Lane Violation,Clear,1,0,4,Yes,SIMULATED,True
NGP-00252,2021-04-27,2021,08:06,Medical Chowk,Minor,Pedestrian-involved,Pothole/Road Defect,Clear,0,0,1,Yes,SIMULATED,True
NGP-00253,2021-04-30,2021,18:20,Sitabuldi Chowk,Minor,Auto-Rickshaw,Overspeeding,Overcast,1,0,4,Yes,SIMULATED,True
NGP-00254,2021-05-01,2021,18:43,Ajni Chowk,Moderate,Pedestrian-involved,Signal Jumping,Rainy,2,0,3,No,SIMULATED,True
NGP-00255,2021-05-02,2021,18:11,Chhatrapati Square,Minor,Car,Overspeeding,Clear,1,0,3,Yes,SIMULATED,True
NGP-00256,2021-05-04,2021,15:42,Abhyankar Nagar Square,Minor,Car,Wrong-side Driving,Overcast,1,0,1,Yes,SIMULATED,True
NGP-00257,2021-05-12,2021,04:47,Hingna Chowk,Minor,Auto-Rickshaw,Distracted Driving,Hot/Humid,1,0,3,No,SIMULATED,True
NGP-00258,2021-05-20,2021,06:27,LAD Square,Moderate,Motorcycle,Poor Visibility (Fog/Rain),Clear,1,0,4,Yes,SIMULATED,True
NGP-00259,2021-05-21,2021,19:55,Mate Chowk,Severe,Truck,Pedestrian Crossing Violation,Rainy,2,0,1,Yes,SIMULATED,True
NGP-00260,2021-05-22,2021,17:54,Chhatrapati Square,Minor,Auto-Rickshaw,Signal Jumping,Clear,0,0,4,No,SIMULATED,True
NGP-00261,2021-05-24,2021,15:28,Ajni Chowk,Fatal,Car,Drunk Driving,Overcast,1,2,4,Yes,SIMULATED,True
NGP-00262,2021-05-27,2021,16:55,LAD Square,Severe,Car,Overspeeding,Rainy,4,0,3,Yes,SIMULATED,True
NGP-00263,2021-05-27,2021,18:48,Shankar Nagar Square,Moderate,Motorcycle,Wrong-side Driving,Clear,2,0,4,Yes,SIMULATED,True
NGP-00264,2021-05-28,2021,08:06,Jhansi Rani Square,Minor,Auto-Rickshaw,Poor Visibility (Fog/Rain),Hot/Humid,1,0,2,Yes,SIMULATED,True
NGP-00265,2021-05-28,2021,11:28,Manakpur Chowk,Severe,Car,Signal Jumping,Clear,3,0,3,Yes,SIMULATED,True
NGP-00266,2021-05-29,2021,18:01,Lokmat Square,Minor,Truck,Pothole/Road Defect,Rainy,0,0,3,Yes,SIMULATED,True
NGP-00267,2021-05-30,2021,19:39,Ajit Bakery Square,Minor,Auto-Rickshaw,Overspeeding,Hot/Humid,1,0,3,Yes,SIMULATED,True
NGP-00268,2021-06-08,2021,18:02,Kadbi Chowk,Moderate,Auto-Rickshaw,Brake Failure,Rainy,2,0,1,Yes,SIMULATED,True
NGP-00269,2021-06-08,2021,20:52,Vaishnodevi Chowk,Minor,Motorcycle,Poor Visibility (Fog/Rain),Clear,1,0,2,Yes,SIMULATED,True
NGP-00270,2021-06-10,2021,09:25,Lokmat Square,Severe,Truck,Pedestrian Crossing Violation,Overcast,5,0,4,Yes,SIMULATED,True
NGP-00271,2021-06-10,2021,18:09,Variety Square,Severe,Car,Poor Visibility (Fog/Rain),Rainy,4,0,4,Yes,SIMULATED,True
NGP-00272,2021-06-12,2021,14:55,Medical Chowk,Moderate,Car,Brake Failure,Rainy,3,0,1,Yes,SIMULATED,True
NGP-00273,2021-06-14,2021,13:36,Sitabuldi Chowk,Minor,Motorcycle,Drunk Driving,Clear,0,0,4,Yes,SIMULATED,True
NGP-00274,2021-06-17,2021,09:19,Kachipura Square,Moderate,Auto-Rickshaw,Distracted Driving,Clear,3,0,4,No,SIMULATED,True
NGP-00277,2021-06-20,2021,10:24,Sitabuldi Chowk,Moderate,Motorcycle,Lane Violation,Foggy,3,0,4,Yes,SIMULATED,True
NGP-00275,2021-06-20,2021,15:50,Chhatrapati Square,Minor,Motorcycle,Wrong-side Driving,Clear,0,0,2,Yes,SIMULATED,True
NGP-00276,2021-06-20,2021,21:42,Indora Chowk,Minor,Bus,Pedestrian Crossing Violation,Rainy,0,0,2,Yes,SIMULATED,True
NGP-00278,2021-06-23,2021,17:04,Indora Chowk,Minor,Motorcycle,Poor Visibility (Fog/Rain),Clear,0,0,3,Yes,SIMULATED,True
NGP-00279,2021-06-23,2021,17:49,Lokmat Square,Minor,Motorcycle,Poor Visibility (Fog/Rain),Rainy,0,0,2,No,SIMULATED,True
NGP-00280,2021-06-24,2021,13:14,Bardi Chowk,Moderate,Motorcycle,Drunk Driving,Rainy,2,0,2,No,SIMULATED,True
NGP-00281,2021-06-24,2021,13:19,Sakkardara Square,Minor,Car,Poor Visibility (Fog/Rain),Foggy,0,0,3,Yes,SIMULATED,True
NGP-00282,2021-06-25,2021,08:41,Golibar Chowk,Minor,Auto-Rickshaw,Lane Violation,Rainy,0,0,2,Yes,SIMULATED,True
NGP-00283,2021-06-26,2021,19:49,Abhyankar Nagar Square,Minor,Truck,Signal Jumping,Clear,0,0,3,Yes,SIMULATED,True
NGP-00284,2021-06-26,2021,21:18,Manish Nagar-Besa Junction,Minor,Motorcycle,Signal Jumping,Clear,1,0,4,Yes,SIMULATED,True
NGP-00286,2021-06-28,2021,06:15,Lokmat Square,Minor,Bus,Wrong-side Driving,Hot/Humid,1,0,1,Yes,SIMULATED,True
NGP-00285,2021-06-28,2021,20:03,Laxmi Nagar Square,Minor,Auto-Rickshaw,Pothole/Road Defect,Clear,0,0,4,Yes,SIMULATED,True
NGP-00289,2021-06-29,2021,08:48,Sakkardara Square,Minor,Bicycle,Signal Jumping,Clear,1,0,3,Yes,SIMULATED,True
NGP-00288,2021-06-29,2021,09:08,Mental Hospital Chowk,Minor,Motorcycle,Pothole/Road Defect,Overcast,1,0,1,Yes,SIMULATED,True
NGP-00287,2021-06-29,2021,17:46,Kachipura Square,Minor,Bicycle,Overspeeding,Clear,1,0,3,No,SIMULATED,True
NGP-00291,2021-07-06,2021,05:39,Kasturchand Park Square,Minor,Auto-Rickshaw,Brake Failure,Clear,0,0,3,Yes,SIMULATED,True
NGP-00290,2021-07-06,2021,18:24,Indora Chowk,Severe,Truck,Distracted Driving,Clear,4,0,4,Yes,SIMULATED,True
NGP-00292,2021-07-08,2021,04:41,Kadbi Chowk,Moderate,Car,Signal Jumping,Clear,2,0,1,Yes,SIMULATED,True
NGP-00294,2021-07-11,2021,03:15,Cotton Market Chowk,Minor,Car,Wrong-side Driving,Hot/Humid,1,0,4,No,SIMULATED,True
NGP-00295,2021-07-11,2021,12:20,Laxmi Nagar Square,Moderate,Motorcycle,Overspeeding,Overcast,1,0,1,Yes,SIMULATED,True
NGP-00293,2021-07-11,2021,21:22,Abhyankar Nagar Square,Moderate,Truck,Overspeeding,Clear,2,0,1,Yes,SIMULATED,True
NGP-00296,2021-07-15,2021,18:32,Variety Square,Minor,Pedestrian-involved,Brake Failure,Clear,1,0,4,Yes,SIMULATED,True
NGP-00297,2021-07-19,2021,09:40,Abhyankar Nagar Square,Severe,Motorcycle,Overspeeding,Overcast,5,0,4,No,SIMULATED,True
NGP-00298,2021-07-30,2021,04:55,Jhansi Rani Square,Minor,Truck,Pothole/Road Defect,Clear,1,0,1,No,SIMULATED,True
NGP-00299,2021-08-01,2021,06:48,Manish Nagar-Besa Junction,Minor,Auto-Rickshaw,Drunk Driving,Clear,1,0,1,Yes,SIMULATED,True
NGP-00300,2021-08-01,2021,14:39,Pratap Nagar Chowk,Minor,Auto-Rickshaw,Brake Failure,Clear,0,0,4,Yes,SIMULATED,True
NGP-00301,2021-08-07,2021,06:45,Variety Square,Minor,Motorcycle,Brake Failure,Clear,0,0,4,No,SIMULATED,True
NGP-00302,2021-08-09,2021,17:26,Variety Square,Minor,Car,Drunk Driving,Clear,1,0,3,Yes,SIMULATED,True
NGP-00303,2021-08-12,2021,07:52,Automotive Square,Severe,Motorcycle,Drunk Driving,Hot/Humid,2,0,4,Yes,SIMULATED,True
NGP-00304,2021-08-12,2021,09:58,Lokmat Square,Minor,Bicycle,Brake Failure,Rainy,0,0,1,Yes,SIMULATED,True
NGP-00305,2021-08-14,2021,16:11,LAD Square,Minor,Auto-Rickshaw,Poor Visibility (Fog/Rain),Hot/Humid,1,0,4,Yes,SIMULATED,True
NGP-00306,2021-08-16,2021,02:57,Cotton Market Chowk,Minor,Auto-Rickshaw,Distracted Driving,Clear,0,0,1,Yes,SIMULATED,True
NGP-00307,2021-08-18,2021,07:15,Airport T-Point,Moderate,Motorcycle,Lane Violation,Clear,1,0,3,Yes,SIMULATED,True
NGP-00308,2021-08-18,2021,10:01,Shankar Nagar Square,Minor,Car,Signal Jumping,Overcast,0,0,3,Yes,SIMULATED,True
NGP-00309,2021-08-19,2021,16:20,Golibar Chowk,Moderate,Pedestrian-involved,Drunk Driving,Hot/Humid,3,0,4,Yes,SIMULATED,True
NGP-00310,2021-08-21,2021,05:37,Manewada Chowk,Minor,Car,Distracted Driving,Clear,1,0,4,Yes,SIMULATED,True
NGP-00312,2021-08-21,2021,07:20,Variety Square,Fatal,Auto-Rickshaw,Signal Jumping,Overcast,4,2,4,No,SIMULATED,True
NGP-00311,2021-08-21,2021,12:26,Pratap Nagar Chowk,Moderate,Bus,Lane Violation,Clear,2,0,2,Yes,SIMULATED,True
NGP-00313,2021-08-22,2021,19:12,Itwari,Minor,Auto-Rickshaw,Pothole/Road Defect,Clear,0,0,2,Yes,SIMULATED,True
NGP-00314,2021-08-22,2021,22:24,Manakpur Chowk,Minor,Truck,Drunk Driving,Clear,1,0,4,Yes,SIMULATED,True
NGP-00315,2021-08-24,2021,08:57,Cotton Market Chowk,Moderate,Bicycle,Overspeeding,Clear,2,0,4,No,SIMULATED,True
NGP-00316,2021-08-25,2021,14:32,Automotive Square,Minor,Bicycle,Pothole/Road Defect,Clear,1,0,4,Yes,SIMULATED,True
NGP-00317,2021-08-26,2021,19:41,Gaddi Godam Chowk,Minor,Motorcycle,Pedestrian Crossing Violation,Clear,1,0,3,No,SIMULATED,True
NGP-00319,2021-08-29,2021,00:50,Gaddi Godam Chowk,Minor,Car,Distracted Driving,Rainy,1,0,3,Yes,SIMULATED,True
NGP-00318,2021-08-29,2021,19:43,Airport T-Point,Moderate,Car,Poor Visibility (Fog/Rain),Clear,1,0,4,No,SIMULATED,True
NGP-00320,2021-08-30,2021,10:56,Manewada Chowk,Minor,Car,Pedestrian Crossing Violation,Clear,0,0,3,Yes,SIMULATED,True
NGP-00321,2021-09-11,2021,15:32,Sitabuldi Chowk,Minor,Auto-Rickshaw,Wrong-side Driving,Rainy,0,0,3,Yes,SIMULATED,True
NGP-00322,2021-09-12,2021,17:29,Cotton Market Chowk,Minor,Auto-Rickshaw,Drunk Driving,Rainy,0,0,3,Yes,SIMULATED,True
NGP-00324,2021-09-14,2021,08:25,Lokmat Square,Minor,Auto-Rickshaw,Signal Jumping,Hot/Humid,1,0,1,Yes,SIMULATED,True
NGP-00323,2021-09-14,2021,12:28,Golibar Chowk,Moderate,Truck,Overspeeding,Clear,1,0,1,Yes,SIMULATED,True
NGP-00325,2021-09-15,2021,22:24,Laxmi Nagar Square,Minor,Pedestrian-involved,Drunk Driving,Clear,1,0,1,Yes,SIMULATED,True
NGP-00326,2021-09-17,2021,14:56,Bardi Chowk,Minor,Bicycle,Poor Visibility (Fog/Rain),Rainy,0,0,2,Yes,SIMULATED,True
NGP-00327,2021-09-18,2021,08:30,Itwari,Fatal,Car,Brake Failure,Overcast,3,2,2,Yes,SIMULATED,True
NGP-00328,2021-09-20,2021,06:28,Dighori Chowk,Moderate,Motorcycle,Signal Jumping,Clear,3,0,2,Yes,SIMULATED,True
NGP-00329,2021-09-26,2021,03:34,Abhyankar Nagar Square,Fatal,Motorcycle,Lane Violation,Clear,3,1,1,Yes,SIMULATED,True
NGP-00330,2021-09-26,2021,15:55,Lokmat Square,Minor,Truck,Pothole/Road Defect,Foggy,0,0,3,Yes,SIMULATED,True
NGP-00331,2021-09-27,2021,18:14,Manish Nagar-Besa Junction,Minor,Motorcycle,Overspeeding,Clear,1,0,4,Yes,SIMULATED,True
NGP-00332,2021-09-29,2021,11:53,Hingna Chowk,Moderate,Motorcycle,Distracted Driving,Rainy,3,0,2,Yes,SIMULATED,True
NGP-00333,2021-10-06,2021,06:03,Chhatrapati Square,Moderate,Car,Poor Visibility (Fog/Rain),Rainy,3,0,4,Yes,SIMULATED,True
NGP-00334,2021-10-06,2021,18:02,LAD Square,Minor,Motorcycle,Distracted Driving,Clear,1,0,2,Yes,SIMULATED,True
NGP-00335,2021-10-07,2021,06:06,Kachipura Square,Minor,Motorcycle,Poor Visibility (Fog/Rain),Clear,1,0,1,Yes,SIMULATED,True
NGP-00336,2021-10-17,2021,13:10,Cotton Market Chowk,Moderate,Car,Wrong-side Driving,Rainy,3,0,2,No,SIMULATED,True
NGP-00337,2021-10-18,2021,03:09,Manish Nagar-Besa Junction,Minor,Motorcycle,Overspeeding,Overcast,0,0,2,No,SIMULATED,True
NGP-00338,2021-10-21,2021,18:54,Sakkardara Square,Minor,Truck,Pothole/Road Defect,Foggy,0,0,1,Yes,SIMULATED,True
NGP-00339,2021-10-22,2021,16:01,Mate Chowk,Minor,Motorcycle,Distracted Driving,Foggy,1,0,4,Yes,SIMULATED,True
NGP-00341,2021-10-28,2021,09:44,Manakpur Chowk,Minor,Car,Pothole/Road Defect,Hot/Humid,1,0,3,Yes,SIMULATED,True
NGP-00340,2021-10-28,2021,16:21,Jhansi Rani Square,Moderate,Motorcycle,Lane Violation,Rainy,3,0,1,Yes,SIMULATED,True
NGP-00342,2021-10-30,2021,15:32,Kadbi Chowk,Minor,Auto-Rickshaw,Poor Visibility (Fog/Rain),Clear,0,0,1,Yes,SIMULATED,True
NGP-00344,2021-11-02,2021,07:54,Chhatrapati Square,Moderate,Auto-Rickshaw,Distracted Driving,Hot/Humid,1,0,2,Yes,SIMULATED,True
NGP-00343,2021-11-02,2021,17:10,Bardi Chowk,Severe,Bus,Wrong-side Driving,Clear,5,0,2,Yes,SIMULATED,True
NGP-00345,2021-11-03,2021,16:13,Manish Nagar-Besa Junction,Minor,Motorcycle,Overspeeding,Clear,0,0,3,Yes,SIMULATED,True
NGP-00346,2021-11-05,2021,06:44,Kachipura Square,Minor,Motorcycle,Wrong-side Driving,Rainy,1,0,4,Yes,SIMULATED,True
NGP-00348,2021-11-07,2021,14:40,Pardi Chowk,Minor,Pedestrian-involved,Drunk Driving,Clear,1,0,2,Yes,SIMULATED,True
NGP-00347,2021-11-07,2021,14:49,Mate Chowk,Minor,Motorcycle,Distracted Driving,Clear,1,0,2,No,SIMULATED,True
NGP-00349,2021-11-08,2021,09:11,Sakkardara Square,Minor,Car,Overspeeding,Clear,1,0,3,Yes,SIMULATED,True
NGP-00350,2021-11-09,2021,16:40,Manewada Chowk,Minor,Auto-Rickshaw,Signal Jumping,Clear,0,0,4,Yes,SIMULATED,True
NGP-00352,2021-11-11,2021,08:37,Golibar Chowk,Minor,Car,Brake Failure,Clear,1,0,1,Yes,SIMULATED,True
NGP-00353,2021-11-11,2021,12:40,Kachipura Square,Minor,Motorcycle,Distracted Driving,Clear,1,0,1,Yes,SIMULATED,True
NGP-00351,2021-11-11,2021,18:19,Dighori Chowk,Moderate,Car,Lane Violation,Rainy,1,0,4,No,SIMULATED,True
NGP-00355,2021-11-13,2021,07:40,Medical Chowk,Minor,Motorcycle,Drunk Driving,Clear,0,0,3,No,SIMULATED,True
NGP-00354,2021-11-13,2021,20:17,Manish Nagar-Besa Junction,Minor,Auto-Rickshaw,Signal Jumping,Rainy,0,0,4,Yes,SIMULATED,True
NGP-00356,2021-11-14,2021,13:40,Kamptee Chowk,Severe,Car,Wrong-side Driving,Clear,4,0,1,Yes,SIMULATED,True
NGP-00358,2021-11-18,2021,17:50,Kamptee Chowk,Minor,Motorcycle,Distracted Driving,Clear,0,0,4,Yes,SIMULATED,True
NGP-00357,2021-11-18,2021,20:28,Gaddi Godam Chowk,Minor,Car,Wrong-side Driving,Rainy,1,0,1,Yes,SIMULATED,True
NGP-00360,2021-11-20,2021,05:04,Alankar Square,Moderate,Bicycle,Wrong-side Driving,Clear,1,0,4,Yes,SIMULATED,True
NGP-00359,2021-11-20,2021,08:15,Ajit Bakery Square,Moderate,Car,Pedestrian Crossing Violation,Clear,3,0,2,Yes,SIMULATED,True
NGP-00361,2021-11-23,2021,11:43,Manewada Chowk,Moderate,Auto-Rickshaw,Signal Jumping,Clear,2,0,2,No,SIMULATED,True
NGP-00362,2021-11-26,2021,19:44,Alankar Square,Moderate,Motorcycle,Brake Failure,Overcast,1,0,4,Yes,SIMULATED,True
NGP-00363,2021-11-26,2021,23:30,Dighori Chowk,Minor,Car,Overspeeding,Clear,0,0,4,No,SIMULATED,True
NGP-00365,2021-11-29,2021,18:08,Shankar Nagar Square,Moderate,Motorcycle,Wrong-side Driving,Overcast,2,0,1,Yes,SIMULATED,True
NGP-00364,2021-11-29,2021,20:54,Medical Chowk,Minor,Truck,Poor Visibility (Fog/Rain),Clear,0,0,4,Yes,SIMULATED,True
NGP-00366,2021-12-02,2021,21:49,Gaddi Godam Chowk,Minor,Bus,Wrong-side Driving,Clear,0,0,4,Yes,SIMULATED,True
NGP-00367,2021-12-05,2021,07:38,Manish Nagar-Besa Junction,Moderate,Motorcycle,Brake Failure,Clear,2,0,4,Yes,SIMULATED,True
NGP-00368,2021-12-10,2021,20:32,Vaishnodevi Chowk,Minor,Car,Pothole/Road Defect,Clear,0,0,3,Yes,SIMULATED,True
NGP-00369,2021-12-13,2021,00:54,Manewada Chowk,Moderate,Motorcycle,Pothole/Road Defect,Clear,3,0,3,Yes,SIMULATED,True
NGP-00371,2021-12-21,2021,09:59,LAD Square,Minor,Auto-Rickshaw,Poor Visibility (Fog/Rain),Clear,1,0,3,Yes,SIMULATED,True
NGP-00370,2021-12-21,2021,16:02,Kasturchand Park Square,Minor,Pedestrian-involved,Brake Failure,Overcast,0,0,4,Yes,SIMULATED,True
NGP-00372,2021-12-25,2021,20:07,Pratap Nagar Chowk,Moderate,Bicycle,Pothole/Road Defect,Clear,2,0,2,Yes,SIMULATED,True
NGP-00373,2021-12-26,2021,01:22,Sakkardara Square,Minor,Car,Poor Visibility (Fog/Rain),Clear,1,0,1,Yes,SIMULATED,True
NGP-00374,2021-12-28,2021,22:42,Sitabuldi Chowk,Minor,Motorcycle,Pothole/Road Defect,Clear,1,0,2,Yes,SIMULATED,True
